 CÓDIGO ;Número;Ramal/Estrada;Classificação;Segmentação;Rodovia/Estrada de acesso;Ponto de referencia ;Local de Início ;Local Termino ;Município;Calha;Extensão (km);Extensão de Obra (km);Und;Latitude Inicial;Longitude Inicial;Latitude Final;Longitude Final;Traçado KML;Traçado SHP;Ficha de Cadastro;Fotos;Relatorio;Mapa ;Assentamento Oficial;Acesso a Comunidades ou Distritos;Zona Agrícola ou Agropecuária;Zonas ou Pontos de Turísticos ;Atividade Industrial ;Nota Uso de Solo;População;Qtd. Sub-Vicinais ;Nota Nível de Ocupação;Acesso intermodal;Via de Acesso Alternativa ;Boa trafegabilidade terrestre;Infraestrutura de Acesso ;Acesso a serviços publicos;Nota de Vulnerabilidade de Transporte;Relevo;Tipo de Terreno;Unidades de Conservação;Sitio Arqueológico ;Terra Indigena ;OAES;Nota de Dificuldade de Elaboração de projeto e execução;Desenvolvimento Local;Vulnerabilidade de transporte ;Dificuldade de Elaboração;Soma;Prioridade;Revestimento;Qualidade do Pavimento Existente ;Fonte;Situação;ANO DE CONCLUSÃO;numero_ct_cv;RESUMO DO OBJETO;Custo Estimado ;Custo Contratatado 
RMRPE;439;RAMAL DO TUMBIRA;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 123,4;Início do Ramal do  Tumbira - Am-010 - Km 123,4 ;Fim do Ramal do Tumbira - Km 12,4;RIO PRETO DA EVA ;RMM;12,40;;km;"  2°48'24.81""S";" 59°27'27.94""W";"  2°52'38.49""S";" 59°31'10.24""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 31.000.000,00;
RMRPE;440;RAMAL DO kM 124 - AM-010;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 124,9;Início do Ramal do Km 124 - Am-010 - Km 124,9;Fim do Ramal do Km 124 - Km 2,94;RIO PRETO DA EVA ;RMM;2,80;;km;"  2°48'28.66""S";" 59°26'39.95""W";"  2°47'15.14""S";" 59°26'26.72""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 7.000.000,00;
RMRPE;441;RAMAL DO AMAZONAS;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 126,3;Início do Ramal do Amazonas - Am-010 - Km 126,36;Fim do Ramal do Amazonas - Km 10,4;RIO PRETO DA EVA ;RMM;10,40;;km;"  2°49'12.22""S";" 59°26'24.35""W";"  2°44'54.56""S";" 59°23'15.94""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 26.000.000,00;
RMRPE;442;RAMAL MARAVILHA ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 126,9;Início do Ramal Maravilha - Am-010 - Km 126,9;Fim do Ramal Maravilha - Km 1,67;RIO PRETO DA EVA ;RMM;1,67;;km;"  2°49'20.41""S";" 59°26'5.90""W";"  2°49'42.65""S";" 59°26'40.11""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 4.175.000,00;
RMRPE;443;RAMAL DO MEU VELHO ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 127,8;Início do Ramal do Meu Velho - Am-010 - Km 127,8 ;Fim do Ramal do Meu Velho - Km 0,64;RIO PRETO DA EVA ;RMM;0,64;;km;"  2°49'33.67""S";" 59°25'45.40""W";"  2°49'51.92""S";" 59°25'45.95""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 1.600.000,00;
RMRPE;444;RAMAL BOA SORTE ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 128,4;Início do Ramal Boa Sorte - Am-010 - Km 128,4;Fim do Ramal Boa Sorte - Km 15,5;RIO PRETO DA EVA ;RMM;15,50;;km;"  2°49'49.96""S";" 59°25'31.18""W";"  2°54'2.56""S";" 59°31'31.33""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 38.750.000,00;
RMRPE;445;RAMAL DO kM 128 - AM-010 ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 128,4;Início do Ramal do Km 128 - Am-010 - Km 128,4 ;Fim do Ramal do Km 128 - Km 1,69;RIO PRETO DA EVA ;RMM;1,69;;km;"  2°49'49.95""S";" 59°25'29.91""W";"  2°49'58.30""S";" 59°24'44.47""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 4.225.000,00;
RMRPE;446;RAMAL DO BANCO;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 129,7;Início do Ramal do Banco  - Am-010 - Km 129,7;Fim do Ramal do Banco - Km 19,8;RIO PRETO DA EVA ;RMM;19,80;;km;"  2°50'16.02""S";" 59°25'0.96""W";"  2°43'3.83""S";" 59°19'21.54""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 49.500.000,00;
RMRPE;447;RAMAL DO GARRA;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 130,3;Início do Ramal do Garra - Am-010 - Km 130,3;Fim do Ramal do Garra - Km 3,30;RIO PRETO DA EVA ;RMM;3,30;;km;"  2°50'34.56""S";" 59°25'4.80""W";"  2°51'52.08""S";" 59°25'33.17""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 8.250.000,00;
RMRPE;448;RAMAL MANAPOLIS;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 132,1;Início do Ramal do Manapolis - am-010 - Km 132,1;Fim do Ramal do Manapolis - Km 17,2;RIO PRETO DA EVA ;RMM;17,20;;km;"  2°51'22.13""S";" 59°24'39.32""W";"  2°57'11.27""S";" 59°29'59.40""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 43.000.000,00;
RMRPE;449;SUB. RAMAL 01 - RAMAL DO MANAPOLIS;ESTRADA;PRIMÁRIO;RAMAL DO MANAPOLIS;RAMAL DO MANAPOLIS - KM 1,35;Início do Sub. Ramal 01 - Ramal do Manapolis - Km 1,35;Fim do Sub. Ramal 01 - Ramal do Manapolis - Km 11,4;RIO PRETO DA EVA ;RMM;11,40;;km;"  2°52'0.54""S";" 59°24'56.64""W";"  2°54'48.72""S";" 59°28'1.14""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 28.500.000,00;
RMRPE;450;RAMAL 6 DE JANEIRO ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 136,9;Início do Ramal 6 de Janeiro - Am-010 - Km 136,9;Fim do Ramal 6 de janeiro - Km 1 ;RIO PRETO DA EVA ;RMM;1,00;;km;"  2°52'9.05""S";" 59°22'55.35""W";"  2°52'33.02""S";" 59°22'58.91""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.500.000,00;
RMRPE;451;RAMALD O kM 137 - AM-010 ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 137;Início do Ramal do Km 137 - Am-010 - Km 137;Fim Do ramal do Km 137 - Km 2,86;RIO PRETO DA EVA ;RMM;2,86;;km;"  2°52'6.93""S";" 59°22'52.26""W";"  2°50'37.19""S";" 59°22'53.73""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 7.150.000,00;
RMRPE;452;RAMAL DO TUCANO ;ESTRADA;PRIMÁRIO;AM-010;AM-010 - KM 137,5;Início do Ramal do Tucano - Am-010 - Km 137,5;Fim do Ramal do Tucano - Km , 11,4;RIO PRETO DA EVA ;RMM;11,40;;km;"  2°52'1.66""S";" 59°22'39.43""W";"  2°50'47.62""S";" 59°19'21.93""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 28.500.000,00;
RMRPE;453;ESTRADA DA ZF - 6;ESTRADA;PRIMÁRIO;BR-174;BR-174 - KM 85,35;Início da Estrada da ZF - 6 - Br-174 - Km 85,35;Fim da Estrada ZF - 6 - Km 35,4;RIO PRETO DA EVA ;RMM;35,40;;km;"  2°13'49.93""S";" 60° 1'29.72""W";"  2°12'59.60""S";" 59°47'18.89""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 88.500.000,00;
RMRPE;454;RAMAL DA COMUNIDADE CRACOÁ;ESTRADA;PRIMÁRIO;BR-174;BR-174 - KM 99,26;Início do Ramal da Comunidade Cracoá - Br-174 - Km 99,26;Fim do Ramal da Comunidade Cracoá - Km 1,11 ;RIO PRETO DA EVA ;RMM;1,11;;km;"  2° 7'14.74""S";" 59°59'40.33""W";"  2° 6'58.00""S";" 59°59'29.85""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;SEINFRA ;A VISITAR;;;;R$ 2.775.000,00;
 RMPAR ;355;RAMAL DA AABB;ESTRADA;PRIMÁRIO;ESTRADA DO CONTÔRNO;ESTRADA DO CONTÔRNO - KM 0,44;Início do Ramal da AABB - Estrada do Contôrno - Km 0,44;Fim do Ramal da AABB - Km 0,33;PARINTINS;INTERIOR;0,33;0,26;km;"  2°40'21.04""S";" 56°44'55.38""W";"  2°40'30.89""S";" 56°44'52.72""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;EM OBRA;;CT-00089/2022-SEINFRA;"Ramais na sede do município de Parintins/AM.
 Ramal dos Reis; Ramal da AABB;
Estrada dos Reis;Ramal do Regaço.";R$ 825.000,00;R$ 377.375,26
 RMPAR ;356;ESTRADA DOS REIS;ESTRADA;PRIMÁRIO;ESTRADA DO MACURANY;ESTRADA DO MACURANY - KM 3,53;Início da Estrada dos Réis - Estrada do Macurany - Km 2,70;Fim da Estrada dos Réis - Reserva Macurany - Km 1,58;PARINTINS;INTERIOR;1,58;1,46;km;"  2°40'15.61""S";" 56°44'41.48""W";"  2°40'55.31""S";" 56°44'22.39""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;EM OBRA;;CT-00089/2022-SEINFRA;"Ramais na sede do município de Parintins/AM.
 Ramal dos Reis; Ramal da AABB;
Estrada dos Reis;Ramal do Regaço.";R$ 3.950.000,00;R$ 2.120.558,67
 RMPAR ;357;RAMAL DO REGAÇO;ESTRADA;PRIMÁRIO;ESTRADA DO MACURANY;ESTRADA DO MACURANY - KM 3,53;Início do Ramal do Regaço - Estrada do Macurany - Km 3,53;Fim do Ramal do Regaço - Balneário Regaço - Km 0,77;PARINTINS;INTERIOR;0,77;0,76;km;"  2°40'13.07""S";" 56°44'15.77""W";"  2°39'48.52""S";" 56°44'18.31""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;EM OBRA;;CT-00089/2022-SEINFRA;"Ramais na sede do município de Parintins/AM.
 Ramal dos Reis; Ramal da AABB;
Estrada dos Reis;Ramal do Regaço.";R$ 1.925.000,00;R$ 1.103.096,91
RMGUA;75;RAMAL DO GAMA ;ESTRADA;PRIMÁRIO;ESTRADA DO GUAJARÁ ;-;Início do Ramal Gama - Estrada de Guajará - Km 00 ;Fim Ramal Gama - Estrada do Guarajá - Km 32;GUAJARÁ;INTERIOR;32,00;19,22;km;"  7°33'2.02""S";" 72°39'9.15""W";"  7°17'48.16""S";" 72°38'20.59""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CT-00091/2014-SEINFRA;Ramal do Gama;R$ 80.000.000,00;R$ 16.186.390,90
RMCAP;46;RAMAL DE ACESSO A ESCOLA NOVO HORIZONTE;ESTRADA;PRIMÁRIO;AV. WALDOMIRO MORAES DE CASTRO;AV. WALDOMIRO MORAES DE CASTRO - AO LADO DO SEMJEL ;Início Ramal de Acesso a Escola Novo Horizonte - Av.Waldomiro Moraes de Castro - Km 01;Fim Ramal de Acesso a Escola Novo Horizonte - Km 1,2;CAAPIRANGA;INTERIOR;1,28;0,53;km;"  3°18'40.20""S";" 61°12'29.52""W";"  3°18'43.90""S";" 61°13'7.71""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CV-00005/2022-SEINFRA;Ramal Acesso viário a Escola Novo Horizonte;R$ 3.200.000,00;R$ 2.405.377,97
RMCAP;47;RAMAL DO CEMITÉRIO;ESTRADA;PRIMÁRIO;AV. WALDOMIRO MORAES DE CASTRO;AV. WALDOMIRO MORAES DE CASTRO - PERTO DA LOJA LKL ;Início do Ramal Cemitério - Av. Waldomiro Moraes de Castro - Perto da Loja LKL - Km 00;Fim Ramal do Cemitério - Km 0,5 ;CAAPIRANGA;INTERIOR;0,55;0,55;km;"  3°18'58.96""S";" 61°12'30.56""W";"  3°18'54.32""S";" 61°12'15.33""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CV-00006/2022-SEINFRA;Ramal do Cemitério.;R$ 1.375.000,00;R$ 952.594,04
 RMSPO ;458;ESTRADA DA BETÂNIA;ESTRADA;PRIMÁRIO;ESTRADA ARAJATUBA;ESTRADA ARAJATUBA - KM 3,32;Início da Estrada da Betânia - Estrada Arajatuba - Km 3,32;Fim da Estrada da Betânia - Km 1,35 ;SÃO PAULO DE OLIVENÇA;INTERIOR;1,35;1,36;km;"  3°28'1.54""S";" 68°55'34.62""W";"  3°27'30.58""S";" 68°55'13.17""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CV-00008/2021-SEINFRA;"Estrada da Betânia,
Estrada Felisberto Martins e 
Estrada do Bonfim";R$ 3.375.000,00;R$ 1.966.272,12
 RMSPO ;459;ESTRADA FELISBERTO MARTINS ;ESTRADA;PRIMÁRIO;ESTRADA ARAJATUBA;ESTRADA ARAJATUBA - KM 2;Início da Estrada Felisberto Martins - Estrada Arajatuba - Km 2;Fim da Estrada Felisberto Martins - Km 4;SÃO PAULO DE OLIVENÇA;INTERIOR;4,00;0,60;km;"  3°28'23.06""S";" 68°55'51.50""W";"  3°30'4.16""S";" 68°55'0.58""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CV-00008/2021-SEINFRA;"Estrada da Betânia,
Estrada Felisberto Martins e 
Estrada do Bonfim";R$ 10.000.000,00;R$ 867.473,00
 RMSPO ;460;ESTRADA DO BONFIM;ESTRADA;PRIMÁRIO;R.R BRANCO;R.R BRANCO - KM 00;Início da Estrada do Bonfim - R.r. Branco - Km 00;Fim da Estrada do BonFim - Km 5,31 ;SÃO PAULO DE OLIVENÇA;INTERIOR;5,31;1,60;km;"  3°28'43.00""S";" 68°57'19.79""W";"  3°30'24.93""S";" 68°57'10.18""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;CONCLUÍDO;;CV-00008/2021-SEINFRA;"Estrada da Betânia,
Estrada Felisberto Martins e 
Estrada do Bonfim";R$ 13.275.000,00;R$ 2.313.261,32
RMCOD;73;ESTRADA DE CODAJÁS - ANORI;ESTRADA;PRIMÁRIO;R. GETÚLIO VARGAS;R. GETÚLIO VARGAS - PORTO HIDROVIÁRIO;Início da Estrada de Codajás - Anori - Porto Hidroviário de Codajás - Km 00;Fim da estrada de Codajás - Anori - Km 68,8;CODAJÁS;INTERIOR;68,80;68,78;km;"  3°50'35.60""S";" 62° 3'47.88""W";"  3°44'14.09""S";" 61°39'37.29""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;EM OBRA;;CV-00008/2022-SEINFRA;Estrada Codajás - Anori;R$ 172.000.000,00;R$ 11.330.710,93
RMTEF;466;ESTRADA DAS MISSÕES ;ESTRADA;PRIMÁRIO;ESTRADA DO AEROPORTO ;ESTRADA DO AEROPORTO - AO LADO DO GRESSTE;Início da Estrada das Missões - Ao Lado do GRESSTE Clube - Km 00;Fim da Estrada das Missões - Km 6,9;TEFÉ;INTERIOR;6,90;6,90;km;"  3°22'19.11""S";" 64°43'16.86""W";"  3°24'46.80""S";" 64°41'26.20""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;EM OBRA;;CV-00009/2022-SEINFRA;Estrada das Missões;R$ 17.250.000,00;R$ 10.098.282,20
 RMSPO ;457;ESTRADA ARAJATUBA;ESTRADA;PRIMÁRIO;R. TIRADENTES;R. TIRADENTES - ESCOLA ESTADUAL MONSENHOR ;Início da Estrada Arajatuba - Escola Estadual Monsenhor Evangelista - Km 00;Fim da Estrada Arajatuba - Km 5,83;SÃO PAULO DE OLIVENÇA;INTERIOR;5,83;3,53;km;"  3°28'5.08""S";" 68°56'41.69""W";"  3°27'28.48""S";" 68°54'41.94""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;EM OBRA;;CV-00023/2021-SEINFRA;Construção de calçada, meio fio e sarjeta na Estrada do Ajaratuba;R$ 14.575.000,00;R$ 1.499.360,99
RMJUR;185;RAMAL IGARAPÉ GRANDE ;ESTRADA;PRIMÁRIO;AM-366;R. DUCILIO ROCHA;Início do Ramal do Igarapé Grande - R. Ducilio Rocha - Am-366 - Km 546,76;Fim do Ramal do Igarapé Grande - Igarapé do Rio Juruá - Km 4,43;JURUÁ;INTERIOR;4,43;1,19;km;"  3°28'16.65""S";" 66° 3'23.97""W";"  3°29'51.72""S";" 66° 2'15.77""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PAVIMENTADA;;SEINFRA ;OBRA EXTINTA ;;CV-00027/2018-SEINFRA;Estrada do Igarapé Grande;R$ 11.075.000,00;R$ 1.060.319,36
RMCRO;468;RAMAL DO MAMORI ;ESTRADA;PRIMÁRIO;BR-319;BR-319 - KM 78,12;Início do Ramal do Mamori - Br-319 - Km 78,12;Fim do Ramal do Mamori - Km 10,6 ;CAREIRO;RMM;10,60;;km;"  3°34'42.50""S";" 60°11'47.76""W";"  3°36'58.35""S";" 60° 7'54.47""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 26.500.000,00;
RMCRO;469;RAMAL DO SAMAÚMA;ESTRADA;PRIMÁRIO;BR-319;BR-319 - KM 77,23;Início do Ramal do Samaúma - Br-319 - Km 77,23;Fim do Ramal do Samaúma - Km 7,65;CAREIRO;RMM;7,65;;km;"  3°34'20.73""S";" 60°11'28.38""W";"  3°31'37.95""S";" 60°14'6.35""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 19.125.000,00;
 RMFBO ;470;ESTRADA DO TUPÉ ;ESTRADA;PRIMÁRIO;R. TERTULIANO RODRIGUES ;R. TERTULIANO RODRIGUES - KM 00;Início da Estrada do Tupé - R.Tertuliano Rodrigues - Km 00;Fim da Estrada de Tapé - Km 13;FONTE BOA;INTERIOR;13,00;;km;"  2°30'53.46""S";" 66° 5'23.15""W";"  2°31'17.68""S";" 65°59'21.21""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 32.500.000,00;
 RMFBO ;471;ESTRADA DO MAMUPINA;ESTRADA;PRIMÁRIO;ESTRADA DO TUPÉ;ESTRADA DO TUPÉ - KM 2,64;Início da Estrada do Mamupina - Estrada do Tupé - Km 2,64;Fim da Estrada do Mamupina - Km 4,37;FONTE BOA;INTERIOR;4,37;;km;"  2°31'43.30""S";" 66° 4'21.67""W";"  2°33'35.82""S";" 66° 3'12.91""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 10.925.000,00;
 RMUCA ;472;ESTRADA DO GILBERTO MESTRINHO;ESTRADA;PRIMÁRIO;PR. RAIMUNDO WILSON ;PR. RAIMUNDO WILSON - KM 00;Início da Estrada do Gilberto Mestrinho - Ao lado da Pr. Raimundo Wilson - Km 00;Fim do Estrada do Gilberto Mestrinho - Km 4,55;URUCARÁ;INTERIOR;4,55;;km;"  2°32'10.27""S";" 57°45'0.50""W";"  2°31'56.62""S";" 57°42'53.85""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 11.375.000,00;
 RMUCA ;473;RAMAL NOVA ESPERANÇA ;ESTRADA;PRIMÁRIO;AM-326;AM-326 - KM 23,4;Início do Ramal Nova Esperança - Estrada Amanay - Km 23,4;Fim do Ramal Nova Esperança - Km 11,30;URUCARÁ;INTERIOR;11,30;;km;"  2°24'35.97""S";" 57°43'18.44""W";"  2°27'16.06""S";" 57°39'22.64""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 28.250.000,00;
RMANR;474;ESTRADA ANORI SOLIMÕES ;ESTRADA;PRIMÁRIO;R. RAIMUNDO PINTO BRANDÃO ;R. RAIMUNDO PINTO BRANDÃO - KM 0,1;Início da Estrada Anori Solimões - R.Raimundo Pinto Brandão - Km 0,1;Fim da Estrada Anori Solimões - Km 2,43;ANORI;INTERIOR;2,43;;km;"  3°44'44.66""S";" 61°39'18.37""W";"  3°45'39.69""S";" 61°38'37.23""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.075.000,00;
RMANR;475;ESTRADA ANORI ANAMA;ESTRADA;PRIMÁRIO;ORLA;ORLA - KM 0,2;Início da Estrada Anori Anama - Ao lado da Orla - Km 0,2 ;Fim da Estrada Anori Anama - Km 3,55;ANORI;INTERIOR;3,55;;km;"  3°44'58.09""S";" 61°39'33.29""W";"  3°43'9.74""S";" 61°38'57.16""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 8.875.000,00;
 RMAPÍ ;476;SUB. RAMAL DO AIRQUEMES ;ESTRADA;PRIMÁRIO;-;-;Início do Sub. Ramal do Airquemes - Km 00;Fim do Sub. Ramal do Airquemes - Km 21,9;APUÍ;INTERIOR;21,90;;km;"  7° 7'48.26""S";" 59°23'18.46""W";"  7°13'25.46""S";" 59°30'39.24""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 54.750.000,00;
 RMAPÍ ;477;RAMAL DO CACOAL ;ESTRADA;PRIMÁRIO;BR-230;AM-230 - KM 0,1 ;Início do Ramal do Cacoal - Am-230 ( Rodovia Transamazônia ) - Km 0,1;Fim do Ramal do Cacoal - Km  35,9;APUÍ;INTERIOR;35,90;;km;"  7° 3'59.40""S";" 59°34'40.39""W";"  7°10'26.08""S";" 59°19'56.60""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 89.750.000,00;
 RMAPÍ ;478;SUB. RAMAL DO CUPUAÇU ;ESTRADA;PRIMÁRIO;SUB. RAMAL DO AIRQUEMES ;SUB. RAMAL DO AIRQUEMES - KM 3,75;Início do Sub. Ramal do Cupuaçu - Sub. Ramal do Airquemes - Km 3,75;Fim do Sub. Ramal do Cupuaçu - Km 2,79;APUÍ;INTERIOR;2,79;;km;"  7° 9'24.33""S";" 59°22'29.58""W";"  7° 8'36.55""S";" 59°21'18.64""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 6.975.000,00;
 RMAPÍ ;479;RAMAL DA GAÚCHA;ESTRADA;PRIMÁRIO;-;-;Início do Ramal da Gaúcha - Ramal da Coruja - Km 19;Fim do Ramal da Gaúcha -  Km 1;APUÍ;INTERIOR;1,00;;km;"  7°21'21.49""S";" 59°51'19.13""W";"  7°21'3.36""S";" 59°51'39.71""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 2.500.000,00;
 RMAPÍ ;480;RAMAL DO JARU;ESTRADA;PRIMÁRIO;-;-;Início do Ramal do Jaru - Am-230 ( Transamazônica) - Km 00;Fim do Ramal do Jaru - Km 26,2;APUÍ;INTERIOR;26,20;;km;"  7° 4'54.70""S";" 59°35'49.11""W";"  6°54'25.23""S";" 59°37'54.69""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 65.500.000,00;
 RMAPÍ ;481;SUB. RAMAL DAS LINHARE;ESTRADA;PRIMÁRIO;-;-;Início do Sub. Ramal das Linhares - Km 00;Fim do Ramal das Linhares - Km 12,6;APUÍ;INTERIOR;12,60;;km;"  7° 7'51.06""S";" 59°34'53.90""W";"  7°12'54.03""S";" 59°36'55.12""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 31.500.000,00;
 RMAPÍ ;482;SUB. RAMAL TRÊS BURITIS;ESTRADA;PRIMÁRIO;-;-;Início do Sub. Ramal três Buritis - Km 00;Fim do Sub. Ramal Três Buritis - Km 12,4;APUÍ;INTERIOR;12,40;;km;"  7°12'52.34""S";" 59°30'57.22""W";"  7°15'13.18""S";" 59°37'4.22""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 31.000.000,00;
 RMAPÍ ;483;SUB. RAMAL TRÊS DE JULHO;ESTRADA;PRIMÁRIO;-;-;Início do Sub. Ramal Três de Julho - Km 00;Fim do Sub. Ramal Três de Julho - Km 11,9;APUÍ;INTERIOR;11,90;;km;"  7°10'32.66""S";" 59°31'5.94""W";"  7°12'54.18""S";" 59°36'54.98""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 29.750.000,00;
 RMAPÍ ;484;RAMAL DO AMAZONAS;ESTRADA;PRIMÁRIO;-;-;Início do Ramal do Amazonas - Km 00;Fim do Ramal do Amazonas - Km 6,22 ;APUÍ;INTERIOR;6,22;;km;"  7°22'32.81""S";" 59°51'16.46""W";"  7°12'54.18""S";" 59°48'14.17""W";Ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LEITO NATURAL;;;A VISITAR;;;;R$ 15.550.000,00;
